1,37
2,67
3,76
4,83
5,37
6,61
7,53
8,55
9,38
10,20
11,28
12,22
13,26
14,26
15,61
16,36
17,14
18,8
19,2
20,6
21,32
22,32
23,46
24,28
25,20
26,2
27,32
28,14
29,43
30,32
31,14
32,15
33,34
34,36
35,18
36,32
37,43
38,10
39,34
40,-4
41,1
42,14
43,51
44,28
45,-7
46,14
47,9
48,29
49,32
50,9
51,22
52,32
53,46
54,20
55,42
56,55
57,44
58,28
59,14
60,60
61,28
62,55
63,38
64,14
65,58
66,30
67,44
68,32
69,34
70,29
71,18
72,55
73,-4
74,14
75,30
76,78
77,32
78,28
79,30
80,32
81,10
82,26
83,13
84,50
85,4
86,26
87,49
88,10
89,16
90,49
91,17
92,43
93,35
94,-7
95,18
96,31
97,15
98,31
99,36
100,-8
101,17
102,33
103,25
104,46
105,62
106,1
107,38
108,38
109,44
110,22
111,27
112,-7
113,3
114,50
115,6
116,44
117,38
118,24
119,29
120,37
121,54
122,7
123,25
124,13
125,23
126,30
127,25
128,25
129,34
130,37
131,20
132,30
133,66
134,14
135,28
136,36
137,-2
138,22
139,10
140,20
141,20
142,6
143,11
144,17
145,28
146,53
147,-39
148,23
149,34
150,20
151,12
152,15
153,7
154,72
155,61
156,-5
157,40
158,26
159,30
160,3
161,26
162,13
163,23
164,0
165,35
166,27
167,14
168,29
169,5
170,54
171,24
172,24
173,12
174,36
175,20
176,36
177,17
178,-6
179,10
180,20
181,23
182,36
183,12
184,37
185,3
186,27
187,26
188,63
189,1
190,43
191,41
192,30
193,18
194,54
195,32
196,31
197,45
198,63
199,20
200,53
201,31
202,44
203,34
204,21
205,27
206,29
207,16
208,48
209,27
210,32
211,37
212,20
213,35
214,28
215,44
216,61
217,2
218,36
219,44
220,25
221,29
222,8
223,30
224,37
225,47
226,22
227,28
228,14
229,0
230,23
231,-10
232,14
233,23
234,34
235,27
236,26
237,22
238,25
239,18
240,47
241,43
242,45
243,33
244,22
245,11
246,7
247,12
248,60
249,72
250,17
251,25
252,26
253,4
254,37
255,38
256,30
257,20
258,15
259,8
260,27
261,43
262,18
263,44
264,49
265,45
266,36
267,44
268,8
269,25
270,22
271,11
272,37
273,18
274,44
275,47
276,24
277,3
278,40
279,32
280,28
281,24
282,-7
283,-9
284,1
285,24
286,24
287,29
288,29
289,37
290,15
291,20
292,20
293,7
294,22
295,-16
296,-10
297,26
298,-4
299,30
300,14
301,29
302,18
303,37
304,42
305,17
306,20
307,-2
308,32
309,14
310,9
311,22
312,18
313,28
314,42
315,32
316,-4
317,33
318,6
319,32
320,42
321,6
322,22
323,41
324,29
325,43
326,31
327,22
328,37
329,-10
330,30
331,41
332,24
333,41
334,30
335,3
336,24
337,4
338,18
339,14
340,47
341,2
342,14
343,16
344,26
345,-6
346,6
347,20
348,35
349,44
350,10
351,14
352,20
353,9
354,21
355,2
356,8
357,27
358,36
359,55
360,25
361,0
362,1
363,40
364,37
365,55
366,50
367,51
368,23
369,29
370,34
371,11
372,28
373,6
374,48
375,45
376,50
377,32
378,40
379,14
380,22
381,36
382,36
383,24
384,20
385,29
386,27
387,26
388,7
389,9
390,26
391,51
392,10
393,40
394,25
395,14
396,28
397,21
398,23
399,23
400,25
401,37
402,16
403,18
404,-8
405,15
406,27
407,-8
408,16
409,20
410,40
411,46
412,32
413,-5
414,4
415,27
416,57
417,26
418,-9
419,26
420,38
421,18
422,20
423,35
424,20
425,45
426,7
427,27
428,48
429,24
430,22
431,7
432,16
433,27
434,17
435,17
436,-3
437,25
438,47
439,24
440,-7
441,-4
442,20
443,37
444,20
445,8
446,14
447,18
448,26
449,46
450,58
451,23
452,41
453,6
454,4
455,5
456,7
457,15
458,23
459,35
460,37
461,10
462,26
463,-17
464,15
465,-21
466,41
467,15
468,28
469,27
470,37
471,44
472,28
473,12
474,32
475,-10
476,40
477,18
478,12
479,32
480,31
481,12
482,42
483,20
484,37
485,37
486,21
487,37
488,20
489,32
490,41
491,-2
492,21
493,49
494,25
495,33
496,51
497,13
498,8
499,27
500,1
501,-9
502,50
503,37
504,-4
505,23
506,14
507,34
508,46
509,29
510,30
511,28
512,2
513,-10
514,16
515,30
516,22
517,42
518,38
519,20
520,34
521,26
522,47
523,20
524,13
525,35
526,15
527,-11
528,47
529,42
530,-4
531,0
532,28
533,-4
534,-2
535,15
536,30
537,62
538,4
539,24
540,27
541,35
542,55
543,32
544,17
545,8
546,38
547,16
548,14
549,33
550,11
551,26
552,49
553,49
554,47
555,33
556,13
557,12
558,18
559,24
560,4
561,33
562,23
563,61
564,28
565,26
566,23
567,42
568,2
569,0
570,-16
571,27
572,24
573,28
574,40
575,32
576,25
577,51
578,44
579,20
580,26
581,6
582,6
583,26
584,-5
585,36
586,18
587,11
588,1
589,12
590,37
591,22
592,20
593,12
594,15
595,34
596,40
597,41
598,24
599,55
600,51
601,75
602,-10
603,17
604,34
605,31
606,42
607,21
608,44
609,17
610,28
611,27
612,58
613,42
614,12
615,20
616,8
617,2
618,34
619,44
620,31
621,22
622,68
623,16
624,44
625,9
626,26
627,21
628,33
629,48
630,26
631,10
632,34
633,13
634,53
635,14
636,61
637,25
638,32
639,56
640,2
641,11
642,-10
643,34
644,40
645,-4
646,20
647,38
648,51
649,64
650,14
651,6
652,33
653,54
654,31
655,44
656,40
657,12
658,-4
659,20
660,24
661,42
662,6
663,8
664,76
665,31
666,28
667,65
668,22
669,-4
670,47
671,37
672,27
673,45
674,35
675,30
676,-2
677,20
678,40
679,45
680,29
681,6
682,32
683,-21
684,13
685,13
686,29
687,14
688,37
689,20
690,45
691,24
692,10
693,38
694,32
695,12
696,23
697,13
698,-10
699,36
700,24
701,25
702,37
703,9
704,12
705,51
706,35
707,29
708,13
709,18
710,31
711,7
712,63
713,56
714,3
715,32
716,32
717,29
718,10
719,22
720,34
721,23
722,23
723,35
724,-4
725,35
726,35
727,40
728,16
729,27
730,20
731,12
732,20
733,33
734,-5
735,20
736,20
737,20
738,5
739,34
740,32
741,31
742,24
743,13
744,8
745,-4
746,14
747,20
748,-18
749,11
750,52
751,26
752,17
753,48
754,28
755,-9
756,27
757,54
758,2
759,10
760,9
761,20
762,37
763,32
764,13
765,15
766,24
767,47
768,2
769,13
770,32
771,29
772,8
773,20
774,42
775,12
776,25
777,7
778,23
779,24
780,9
781,51
782,34
783,50
784,33
785,41
786,22
787,3
788,21
789,21
790,5
791,-24
792,-3
793,26
794,5
795,17
796,15
797,32
798,15
799,15
800,31
801,26
802,37
803,26
804,14
805,35
806,33
807,8
808,30
809,26
810,34
811,22
812,14
813,26
814,34
815,18
816,2
817,29
818,14
819,8
820,25
821,3
822,47
823,20
824,35
825,25
826,31
827,-16
828,14
829,33
830,37
831,20
832,14
833,16
834,9
835,15
836,-6
837,28
838,32
839,68
840,16
841,30
842,31
843,26
844,35
845,22
846,-4
847,-9
848,40
849,24
850,35
851,38
852,8
853,10
854,15
855,48
856,26
857,37
858,36
859,10
860,15
861,26
862,10
863,9
864,31
865,-3
866,1
867,6
868,20
869,41
870,34
871,13
872,9
873,18
874,23
875,31
876,44
877,31
878,-14
879,32
880,-3
881,24
882,12
883,30
884,30
885,26
886,37
887,25
888,26
889,2
890,27
891,7
892,30
893,38
894,0
895,-18
896,38
897,22
898,14
899,25
900,10
901,8
902,12
903,9
904,23
905,16
906,42
907,13
908,20
909,0
910,29
911,24
912,27
913,18
914,20
915,6
916,27
917,26
918,20
919,13
920,25
921,0
922,17
923,2
924,42
925,34
926,38
927,21
928,18
929,67
930,26
931,41
932,15
933,16
934,-4
935,54
936,6
937,34
938,-22
939,29
940,24
941,17
942,15
943,8
944,44
945,55
946,34
947,22
948,25
949,-10
950,15
951,10
952,18
953,23
954,33
955,35
956,-9
957,50
958,-11
959,26
960,47
961,21
962,2
963,29
964,15
965,22
966,46
967,48
968,21
969,22
970,-2
971,41
972,1
973,11
974,37
975,35
976,24
977,34
978,2
979,26
980,-4
981,21
982,50
983,55
984,-8
985,9
986,32
987,15
988,20
989,51
990,41
991,47
992,29
993,8
994,7
995,20
996,20
997,24
998,54
999,-3
1000,54
1001,44
1002,0
1003,2
1004,12
1005,33
1006,15
1007,49
1008,55
1009,24
1010,60
1011,54
1012,28
1013,32
1014,14
1015,32
1016,44
1017,44
1018,33
1019,17
1020,41
1021,53
1022,47
1023,40
1024,27
1025,10
1026,37
1027,26
1028,37
1029,44
1030,32
1031,32
1032,32
1033,23
1034,46
1035,26
1036,33
1037,20
1038,23
1039,7
1040,27
1041,29
1042,17
1043,25
1044,40
1045,2
1046,14
1047,21
1048,45
1049,-3
1050,24
1051,45
