1,1739,20
2,-1383,7
3,1107,14
4,-692,12
5,360,-16
6,111,11
7,-407,24
8,829,62
9,-1144,45
10,1520,-4
11,-1821,30
12,2073,6
13,-2267,2
14,2424,-4
15,-2507,14
16,2581,12
17,-2507,-19
18,2474,-5
19,-2313,-4
20,2119,-32
21,-1817,-15
22,1588,15
23,-1226,-4
24,912,-7
25,-495,37
26,140,-13
27,312,-34
28,-632,9
29,1018,2
30,-1348,3
31,1703,16
32,-1933,-3
33,2205,15
34,-2342,-4
35,2512,20
36,-2562,-11
37,2539,30
38,-2443,-12
39,2387,-15
40,-2198,10
41,2000,-3
42,-1700,29
43,1430,8
44,-1036,8
45,714,9
46,-311,11
47,-61,4
48,486,-8
49,-810,-2
50,1250,-3
51,-1500,26
52,1828,1
53,-2089,-5
54,2293,8
55,-2412,-7
56,2546,-38
57,-2547,25
58,2549,-10
59,-2420,-11
60,2293,27
61,-2072,15
62,1842,7
63,-1530,4
64,1236,-2
65,-853,-10
66,509,-32
67,-73,38
68,-271,25
69,684,-19
70,-992,-13
71,1376,10
72,-1705,6
73,1995,7
74,-2150,14
75,2401,44
76,-2445,14
77,2584,22
78,-2520,31
79,2511,1
80,-2346,6
81,2233,13
82,-1988,27
83,1731,5
84,-1382,-10
85,1059,-7
86,-690,15
87,310,-6
88,119,1
89,-460,5
90,905,24
91,-1209,0
92,1566,32
93,-1848,20
94,2131,31
95,-2291,1
96,2471,26
97,-2515,-12
98,2558,-7
99,-2523,1
100,2474,14
101,-2278,15
102,2082,-2
103,-1828,33
104,1555,-22
105,-1189,8
106,898,4
107,-430,26
108,146,5
109,329,27
110,-673,-6
111,1078,-34
112,-1405,11
113,1731,46
114,-1979,2
115,2230,45
116,-2357,-7
117,2500,27
118,-2529,-16
119,2547,0
120,-2469,3
121,2374,-8
122,-2182,-3
123,1987,37
124,-1633,8
125,1415,-17
126,-1027,12
127,688,20
128,-242,9
129,-85,-2
130,501,31
131,-831,14
132,1232,8
133,-1544,36
134,1867,26
135,-2083,28
136,2309,2
137,-2407,22
138,2582,-3
139,-2533,11
140,2509,-5
141,-2418,18
142,2296,-4
143,-2064,-24
144,1825,2
145,-1514,32
146,1235,-4
147,-829,27
148,515,-28
149,-60,-35
150,-290,56
151,720,1
152,-1076,14
153,1443,3
154,-1707,-16
155,2010,9
156,-2186,-4
157,2401,3
158,-2504,9
159,2566,-4
160,-2502,14
161,2511,23
162,-2350,45
163,2218,-10
164,-1948,31
165,1699,13
166,-1354,2
167,1063,25
168,-640,6
169,328,33
170,172,15
171,-465,8
172,877,-10
173,-1245,-7
174,1593,32
175,-1817,3
176,2134,12
177,-2234,8
178,2451,12
179,-2539,36
180,2585,2
181,-2521,23
182,2458,2
183,-2252,-17
184,2131,20
185,-1810,12
186,1557,18
187,-1168,7
188,828,10
189,-440,6
190,68,12
191,344,7
192,-679,-13
193,1080,-17
194,-1377,8
195,1713,38
196,-1974,8
197,2239,-11
198,-2365,22
199,2532,5
200,-2557,-6
201,2558,-16
202,-2463,20
203,2383,30
204,-2188,-10
205,1983,-8
206,-1644,31
207,1386,0
208,-986,-13
209,654,12
210,-222,24
211,-115,-8
212,527,-4
213,-862,3
214,1295,26
215,-1546,-21
216,1881,-10
217,-2115,-21
218,2320,25
219,-2410,9
220,2557,12
221,-2529,-28
222,2540,3
223,-2399,25
224,2316,10
225,-2042,37
226,1836,27
227,-1471,8
228,1216,-14
229,-811,-15
230,474,28
231,-61,12
232,-301,1
233,725,32
234,-1055,-3
235,1454,-4
236,-1704,-33
237,2028,-12
238,-2209,22
239,2383,23
240,-2478,12
241,2562,15
242,-2521,6
243,2510,6
244,-2360,-2
245,2215,11
246,-1973,37
247,1683,50
248,-1357,13
249,1046,-13
250,-619,4
251,290,20
252,159,11
253,-547,20
254,924,11
255,-1273,8
256,1610,14
257,-1855,-6
258,2143,7
259,-2288,7
260,2493,-2
261,-2525,57
262,2549,-18
263,-2476,9
264,2433,12
265,-2273,-5
266,2089,-6
267,-1798,5
268,1545,12
269,-1146,14
270,814,-7
271,-391,4
272,36,-8
273,387,2
274,-725,34
275,1110,-18
276,-1404,34
277,1749,-16
278,-2017,-18
279,2220,2
280,-2354,-21
281,2529,33
282,-2519,22
