1,5,324
2,41,354
3,-3,306
4,-15,337
5,28,347
6,6,354
7,8,349
8,-21,371
9,7,342
10,-7,379
11,-4,400
12,31,368
13,19,363
14,-2,372
15,6,385
16,18,388
17,5,407
18,14,373
19,0,359
20,11,395
21,11,409
22,31,387
23,22,390
24,-2,425
25,-22,429
26,15,447
27,11,407
28,42,434
29,33,426
30,-12,420
31,11,442
32,-3,420
33,5,437
34,11,427
35,-37,475
36,31,462
37,15,436
38,9,461
39,28,449
40,-14,467
41,15,449
42,-41,473
43,29,491
44,12,484
45,-12,451
46,49,476
47,11,480
48,12,444
49,20,502
50,25,493
51,14,491
52,48,483
53,-5,488
54,11,497
55,11,485
56,-38,510
57,5,533
58,40,519
59,19,474
60,-9,504
61,-3,513
62,5,519
63,-6,554
64,-2,544
65,22,537
66,2,482
67,7,537
68,2,567
69,-29,583
70,-6,561
71,18,548
72,-3,562
73,-12,574
74,3,575
75,18,560
76,1,526
77,21,564
78,-7,559
79,39,605
80,22,576
81,0,612
82,14,569
83,-9,607
84,-3,580
85,11,589
86,-11,629
87,23,606
88,4,614
89,44,616
90,-27,591
91,-9,641
92,13,636
93,19,652
94,-7,609
95,3,695
96,-17,634
97,23,636
98,4,701
99,31,629
100,2,658
101,13,670
102,-8,659
103,23,639
104,28,661
105,-4,662
106,-11,670
107,22,658
108,-25,663
109,9,638
110,5,665
111,27,672
112,-8,701
113,6,671
114,5,688
115,6,691
116,-13,685
117,0,691
118,5,708
119,-4,704
120,-2,731
121,-19,706
122,27,702
123,-11,714
124,18,725
125,-9,711
126,10,716
127,4,748
128,5,712
129,-3,746
130,13,728
131,27,749
132,-25,740
133,-15,759
134,9,727
135,29,761
136,9,754
137,-2,779
138,-3,736
139,11,774
140,-16,790
141,29,779
142,18,751
143,5,799
144,-14,795
145,-3,766
146,-2,799
147,-6,775
148,22,787
149,8,778
150,21,782
151,-6,833
152,10,832
153,18,803
154,29,815
155,7,805
156,-14,802
157,19,838
158,4,816
159,5,847
160,-15,859
161,-10,865
162,29,818
163,27,839
164,-4,816
165,-3,851
166,15,859
167,-2,864
168,-11,839
169,23,870
170,21,887
171,2,867
172,-2,910
173,21,891
174,31,852
175,0,873
176,8,918
177,8,897
178,27,894
179,31,920
180,-33,895
181,-2,919
182,29,913
183,15,899
184,0,877
185,13,944
186,5,911
187,11,922
188,3,937
189,18,914
190,9,917
191,-3,923
192,3,951
193,41,938
194,-7,934
195,5,925
196,-25,979
197,3,960
198,0,954
199,-8,975
200,12,967
201,0,975
202,0,1000
203,-7,969
204,34,1000
205,12,975
206,29,967
207,20,988
208,4,950
209,14,974
210,25,1004
211,38,989
212,-25,1007
213,-4,1006
214,44,963
215,-4,997
216,25,1005
217,15,1005
218,-15,1002
219,-26,1026
220,-13,1008
221,-25,1044
222,-9,1054
223,15,1024
224,-7,1045
225,-15,1023
226,-6,1053
227,7,1062
228,5,1060
229,31,1043
230,4,1046
231,21,1066
232,15,1080
233,-8,1077
234,2,1090
235,-13,1088
236,6,1081
237,-7,1081
238,0,1066
239,0,1103
240,18,1064
241,-25,1088
242,1,1074
243,2,1075
244,-23,1092
245,-4,1073
246,-9,1099
247,-25,1100
248,3,1109
249,28,1112
250,27,1081
251,14,1135
252,-9,1110
253,3,1129
254,-2,1103
255,0,1145
256,8,1146
257,-16,1141
258,-6,1139
259,-16,1148
260,4,1167
261,23,1160
262,39,1166
263,4,1179
264,-20,1161
265,-25,1176
266,21,1183
267,-9,1149
268,13,1166
269,5,1174
270,23,1172
271,-9,1183
272,27,1169
273,2,1196
274,5,1199
275,20,1205
276,5,1211
277,2,1210
278,2,1190
279,-19,1211
280,46,1218
281,26,1201
282,-15,1260
283,-26,1227
284,-12,1231
285,-21,1252
286,-10,1211
287,7,1229
288,5,1231
289,-7,1218
290,4,1249
291,-11,1246
292,-17,1245
293,-5,1245
294,2,1277
295,16,1270
296,18,1278
297,-2,1282
298,26,1312
299,-7,1261
300,11,1256
301,-19,1283
302,3,1281
303,2,1287
304,2,1264
305,4,1273
306,28,1292
307,5,1313
308,38,1328
309,29,1296
310,-8,1314
311,-5,1324
312,23,1307
313,7,1322
314,-2,1333
315,-8,1308
316,21,1345
317,26,1310
318,6,1314
319,0,1334
320,4,1328
321,18,1357
322,29,1353
323,-7,1345
324,-7,1354
325,-16,1339
326,3,1337
327,21,1358
328,7,1365
329,-3,1339
330,14,1374
331,26,1384
332,10,1396
333,-4,1411
334,2,1384
335,13,1399
336,-2,1365
337,10,1399
338,0,1383
339,-13,1391
340,8,1410
341,23,1389
342,1,1372
343,2,1392
344,25,1427
345,23,1437
346,5,1440
347,-7,1427
348,-20,1397
349,5,1409
350,3,1448
351,37,1451
352,-7,1470
353,4,1470
354,10,1428
355,-23,1458
356,-7,1424
357,13,1452
358,0,1446
359,11,1436
360,-4,1446
361,-10,1458
362,33,1429
363,0,1455
364,1,1435
365,12,1465
366,-3,1416
367,0,1417
368,-11,1438
369,-12,1442
370,-5,1448
371,5,1450
372,-7,1458
373,19,1439
374,19,1457
375,-13,1464
376,18,1467
377,9,1452
378,30,1459
379,37,1471
380,12,1435
381,-2,1435
382,0,1417
383,-13,1420
384,24,1437
385,9,1449
386,47,1430
387,-7,1452
388,2,1429
389,1,1437
390,5,1449
391,50,1458
392,11,1425
393,-3,1431
394,-3,1433
395,14,1423
396,5,1445
397,-13,1455
398,15,1458
399,-7,1471
400,33,1440
401,-6,1449
402,31,1446
403,46,1432
404,39,1435
405,19,1442
406,20,1465
407,22,1467
408,21,1444
409,3,1471
410,-10,1425
411,19,1442
412,10,1469
413,16,1429
414,-8,1456
415,19,1455
416,19,1446
417,3,1445
418,41,1438
419,-21,1439
420,-13,1426
421,-14,1440
422,23,1432
423,21,1447
424,18,1448
425,-21,1468
426,-6,1431
427,4,1455
428,-31,1433
429,31,1441
430,14,1447
431,22,1450
432,-7,1461
433,-7,1439
434,31,1433
435,-21,1447
436,11,1430
437,-3,1436
438,5,1436
439,5,1446
440,10,1464
441,-7,1452
442,-2,1445
443,-25,1449
444,-21,1465
445,18,1463
446,6,1422
447,-13,1422
448,14,1476
449,11,1452
450,9,1446
451,2,1443
452,7,1444
453,-23,1442
454,5,1452
455,14,1418
456,20,1459
457,-25,1447
458,-17,1437
459,9,1411
460,12,1417
461,-16,1417
462,18,1390
463,26,1420
464,16,1428
465,18,1394
466,-7,1371
467,-7,1382
468,18,1392
469,34,1390
470,19,1394
471,6,1396
472,33,1378
473,32,1373
474,-27,1374
475,34,1373
476,18,1423
477,7,1344
478,3,1344
479,7,1372
480,3,1351
481,6,1348
482,-14,1381
483,28,1381
484,-8,1345
485,7,1340
486,-13,1349
487,16,1349
488,-12,1365
489,24,1361
490,-8,1314
491,-7,1327
492,-9,1321
493,54,1317
494,-6,1294
495,14,1306
496,-13,1305
497,27,1297
498,20,1327
499,15,1327
500,23,1320
501,-4,1306
502,-9,1298
503,-12,1287
504,-7,1292
505,12,1311
506,22,1325
507,-5,1285
508,-24,1283
509,12,1264
510,18,1281
511,11,1259
512,8,1287
513,32,1243
514,6,1291
515,6,1244
516,11,1236
517,-17,1214
518,7,1233
519,0,1238
520,21,1249
521,7,1220
522,38,1269
523,-31,1219
524,-14,1227
525,9,1218
526,-21,1219
527,5,1225
528,0,1199
529,-24,1200
530,-3,1191
531,5,1200
532,-3,1212
533,15,1248
534,4,1181
535,3,1207
536,2,1178
537,-22,1188
538,-19,1209
539,16,1174
540,-6,1154
541,6,1173
542,36,1178
543,16,1171
544,27,1169
545,0,1134
546,5,1151
547,29,1131
548,5,1142
549,21,1184
550,-19,1142
551,-6,1141
552,11,1115
553,23,1135
554,21,1103
555,5,1113
556,36,1143
557,19,1112
558,25,1118
559,-8,1104
560,8,1112
561,-7,1088
562,-5,1077
563,6,1108
564,7,1106
565,-25,1088
566,-8,1075
567,41,1113
568,-2,1084
569,29,1083
570,-11,1097
571,18,1092
572,-13,1053
573,12,1046
574,-11,1043
575,4,1070
576,29,1070
577,34,1042
578,15,1047
579,-12,1064
580,4,1054
581,3,1022
582,24,1048
583,11,1024
584,16,1038
585,-11,1041
586,-24,997
587,8,978
588,5,1004
589,-16,1005
590,14,1011
591,1,1023
592,-2,995
593,-12,1052
594,42,1010
595,45,975
596,38,982
597,2,983
598,7,988
599,-8,985
600,22,961
601,23,965
602,2,952
603,15,955
604,3,983
605,38,952
606,0,972
607,-6,966
608,-26,943
609,4,945
610,0,927
611,27,938
612,4,949
613,-9,921
614,6,927
615,7,921
616,8,947
617,-6,932
618,4,900
619,11,957
620,13,914
621,-13,932
622,29,921
623,25,898
624,11,890
625,23,885
626,4,903
627,28,888
628,13,854
629,7,899
630,5,858
631,-20,865
632,15,885
633,-7,874
634,12,858
635,11,906
636,12,838
637,8,885
638,-9,847
639,-10,849
640,-9,848
641,18,867
642,5,859
643,5,810
644,-25,853
645,28,832
646,-44,846
647,0,844
648,0,832
649,12,835
650,-12,794
651,-16,822
652,0,785
653,18,801
654,18,826
655,11,785
656,29,810
657,-2,818
658,-15,830
659,23,790
660,18,764
661,14,808
662,-4,772
663,-8,795
664,8,753
665,10,769
666,5,786
667,-16,766
668,-9,756
669,-38,772
670,23,749
671,-25,773
672,20,726
673,13,715
674,8,734
675,20,724
676,-21,730
677,29,751
678,14,764
679,-31,722
680,-13,705
681,0,695
682,-2,719
683,-11,712
684,13,724
685,24,700
686,-27,724
687,12,684
688,6,681
689,-13,669
690,-5,674
691,18,713
692,-10,674
693,14,678
694,1,707
695,9,699
696,24,685
697,23,636
698,28,690
699,-19,695
700,1,655
701,-13,687
702,-10,663
703,12,684
704,13,625
705,-7,654
706,-6,673
707,30,647
708,-2,643
709,-9,630
710,5,624
711,16,618
712,9,624
713,-9,647
714,16,622
715,12,631
716,24,622
717,-19,625
718,34,609
719,26,622
720,22,594
721,1,599
722,-26,596
723,-34,560
724,28,610
725,24,605
726,-3,586
727,2,592
728,2,556
729,-16,582
730,25,551
731,-3,587
732,23,568
733,-17,553
734,18,582
735,9,530
736,-5,527
737,-3,551
738,13,563
739,-25,547
740,18,571
741,36,533
742,31,510
743,21,522
744,-7,516
745,41,519
746,30,489
747,7,503
748,4,507
749,-10,500
750,-10,521
751,19,515
752,-5,500
753,3,509
754,36,517
755,5,492
756,20,465
757,-17,483
758,-6,471
759,9,489
760,1,499
761,-12,460
762,5,465
763,31,475
764,-13,475
765,5,461
766,19,423
767,39,456
768,-37,459
769,2,464
770,23,442
771,-6,422
772,8,431
773,-6,470
774,3,431
775,-22,448
776,11,436
777,30,428
778,16,408
779,4,414
780,7,419
781,1,431
782,30,447
783,24,423
784,9,408
785,-10,432
786,-30,404
787,-16,405
788,-12,401
789,24,400
790,18,372
791,19,421
792,28,381
793,15,376
794,5,344
795,0,330
796,-4,387
797,2,336
798,5,341
799,-12,356
800,-8,315
801,0,374
802,-16,356
803,1,353
804,13,350
805,6,376
806,-11,315
807,-21,324
808,12,343
809,-5,320
810,8,325
811,14,348
812,31,325
813,8,305
814,-19,304
815,47,283
816,27,299
817,6,294
818,13,287
819,29,315
820,15,276
821,13,292
822,2,306
823,-31,266
824,2,285
825,12,287
826,6,275
827,19,299
828,-50,276
829,2,267
830,-13,262
831,20,250
832,-12,249
833,11,246
834,-2,243
835,46,258
836,0,265
837,0,257
838,14,216
839,-25,247
840,-8,227
841,-7,211
842,16,220
843,18,203
844,-15,252
845,43,215
846,12,220
847,2,212
848,23,187
849,7,183
850,14,193
851,-7,177
852,34,211
853,-7,185
854,6,184
855,5,196
856,-8,203
857,-6,191
858,-10,175
859,11,165
860,29,140
861,5,153
862,23,145
863,20,140
864,12,163
865,4,130
866,24,161
867,18,151
868,5,127
869,-2,147
870,-6,143
871,-15,133
872,15,143
873,0,133
874,14,109
875,-17,126
876,-13,120
877,14,129
878,8,118
879,-12,97
880,30,104
881,19,97
882,-8,104
883,29,91
884,18,76
885,9,90
886,-4,70
887,-9,88
888,-11,98
889,-9,104
890,12,69
891,-2,63
892,6,60
893,18,68
894,-5,55
895,28,71
896,40,27
897,25,37
898,18,34
