0.322266 0.322266
0.314941 0.314941
0.322266 0.322266
0.324707 0.324707
0.324707 0.324707
0.319824 0.319824
0.317383 0.317383
0.317383 0.317383
0.317383 0.317383
0.3125 0.3125
0.153809 0.153809
0.15625 0.15625
0.178223 0.178223
0.158691 0.158691
0.15625 0.15625
0.15625 0.15625
0.151367 0.151367
0.166016 0.166016
0.163574 0.163574
0.161133 0.161133
-0.007324 -0.007324
0.004883 0.004883
0.002441 0.002441
0.004883 0.004883
0.009766 0.009766
0.002441 0.002441
0.002441 0.002441
0.0 0.0
0.004883 0.004883
0.009766 0.009766
-0.002441 -0.002441
0.0 0.0
0.004883 0.004883
0.0 0.0
0.014648 0.014648
0.004883 0.004883
-0.007324 -0.007324
0.012207 0.012207
-0.002441 -0.002441
0.0 0.0
-0.305176 -0.305176
-0.317383 -0.317383
-0.310059 -0.310059
-0.3125 -0.3125
-0.310059 -0.310059
-0.310059 -0.310059
-0.3125 -0.3125
-0.314941 -0.314941
-0.314941 -0.314941
-0.317383 -0.317383
-0.478516 -0.478516
-0.488281 -0.488281
-0.483398 -0.483398
-0.478516 -0.478516
-0.466309 -0.466309
-0.480957 -0.480957
-0.471191 -0.471191
-0.478516 -0.478516
-0.483398 -0.483398
-0.480957 -0.480957
-0.322266 -0.322266
-0.3125 -0.3125
-0.317383 -0.317383
-0.317383 -0.317383
-0.317383 -0.317383
-0.3125 -0.3125
-0.317383 -0.317383
-0.307617 -0.307617
-0.322266 -0.322266
-0.324707 -0.324707
-0.158691 -0.158691
-0.168457 -0.168457
-0.15625 -0.15625
-0.153809 -0.153809
-0.158691 -0.158691
-0.168457 -0.168457
-0.17334 -0.17334
-0.166016 -0.166016
-0.15625 -0.15625
-0.15625 -0.15625
0.161133 0.161133
0.153809 0.153809
0.175781 0.175781
0.163574 0.163574
0.153809 0.153809
0.158691 0.158691
0.15625 0.15625
0.158691 0.158691
0.158691 0.158691
0.161133 0.161133
0.004883 0.004883
0.004883 0.004883
-0.004883 -0.004883
0.002441 0.002441
-0.002441 -0.002441
0.004883 0.004883
0.007324 0.007324
0.007324 0.007324
0.0 0.0
0.009766 0.009766
0.314941 0.314941
0.322266 0.322266
0.3125 0.3125
0.322266 0.322266
0.322266 0.322266
0.324707 0.324707
0.317383 0.317383
0.319824 0.319824
0.314941 0.314941
0.332031 0.332031
0.46875 0.46875
0.471191 0.471191
0.480957 0.480957
0.483398 0.483398
0.463867 0.463867
0.490723 0.490723
0.473633 0.473633
0.476074 0.476074
0.473633 0.473633
0.480957 0.480957
0.598145 0.598145
0.603027 0.603027
0.600586 0.600586
0.605469 0.605469
0.593262 0.593262
0.593262 0.593262
0.598145 0.598145
